Chr;Left;Right;Motif name;Frequency;Occuriencies around loop;Occuriencies in genome
chr3;1918;1927;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;1918;1927;mybG_M1351_1.02;0.00026;2;7662
chr3;1918;1927;gtaT_M0778_1.02;0.00188;1;532
chr3;1918;1927;gbfA_M1673_1.02;0.00047;2;4289
chr3;1918;1927;hbx10_M0878_1.02;0.00032;1;3127
chr3;1918;1927;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1885;1891;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;1885;1891;stkA_M0775_1.02;0.00172;1;583
chr3;1885;1891;gtaT_M0778_1.02;0.00188;1;532
chr3;1885;1891;bzpJ_M0282_1.02;0.00099;1;1011
chr3;1885;1891;gbfA_M1673_1.02;0.00023;1;4289
chr3;1885;1891;hbx5-2_M0874_1.02;0.00065;2;3073
chr4;571;577;mybG_M1351_1.02;0.00013;1;7662
chr4;571;577;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;571;577;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;571;577;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;571;577;gtaE_M0773_1.02;0.00057;1;1766
chr5;1911;1920;mybG_M1351_1.02;0.00013;1;7662
chr5;1911;1920;stkA_M0775_1.02;0.00172;1;583
chr5;1911;1920;hbx10_M0878_1.02;0.00032;1;3127
chr5;1911;1920;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;1911;1920;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;727;737;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;727;737;gtaH_M0777_1.02;0.00277;1;361
chr2;2927;2935;hbx5-1_M0873_1.02;0.00028;3;10702
chr2;2927;2935;mybQ_M1353_1.02;0.00435;1;230
chr2;2927;2935;mybG_M1351_1.02;0.00013;1;7662
chr2;2927;2935;bzpH_M0283_1.02;0.00036;2;5514
chr2;2927;2935;gbfA_M1673_1.02;0.00023;1;4289
chr2;2927;2935;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2927;2935;hbx10_M0878_1.02;0.00032;1;3127
chr2;566;579;mybG_M1351_1.02;0.00013;1;7662
chr2;566;579;gbfA_M1673_1.02;0.00023;1;4289
chr2;566;579;bzpQ_M0286_1.02;0.00169;1;593
chr2;566;579;mybV_M1348_1.02;0.00041;1;2436
chr2;566;579;dimB_M0289_1.02;0.00324;1;309
chr4;1191;1198;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1191;1198;mybG_M1351_1.02;0.00026;2;7662
chr4;1191;1198;bzpJ_M0282_1.02;0.00099;1;1011
chr4;1191;1198;bzpH_M0283_1.02;0.00036;2;5514
chr4;1191;1198;hbx10_M0878_1.02;0.00032;1;3127
chr4;1191;1198;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;2137;2143;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2137;2143;gtaE_M0773_1.02;0.00057;1;1766
chr4;2137;2143;gbfA_M1673_1.02;0.00023;1;4289
chr4;2137;2143;mybV_M1348_1.02;0.00082;2;2436
chr3;2319;2329;mybG_M1351_1.02;0.00026;2;7662
chr3;2319;2329;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2319;2329;hbx10_M0878_1.02;0.00032;1;3127
chr4;657;665;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;657;665;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;657;665;DDB_G0270590_M1714_1.02;0.00228;1;439
chr4;657;665;hbx10_M0878_1.02;0.00064;2;3127
chr4;657;665;bzpJ_M0282_1.02;0.00099;1;1011
chr5;1905;1910;mybAA_M1347_1.02;0.00330;1;303
chr5;1905;1910;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1905;1910;gtaT_M0778_1.02;0.00188;1;532
chr5;1905;1910;gtaL_M0780_1.02;0.00571;2;350
chr5;1905;1910;gtaH_M0777_1.02;0.00277;1;361
chr4;945;949;mybG_M1351_1.02;0.00065;5;7662
chr4;945;949;hbx5-1_M0873_1.02;0.00140;15;10702
chr4;945;949;hbx5-2_M0874_1.02;0.00065;2;3073
chr4;945;949;bzpJ_M0282_1.02;0.00099;1;1011
chr4;945;949;hbx9_M0877_1.02;0.00166;1;602
chr5;229;236;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;229;236;mybV_M1348_1.02;0.00041;1;2436
chr5;229;236;mybG_M1351_1.02;0.00039;3;7662
chr5;229;236;bzpS_M0288_1.02;0.00427;2;468
chr5;229;236;gbfA_M1673_1.02;0.00023;1;4289
chr5;229;236;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;818;832;bzpH_M0283_1.02;0.00036;2;5514
chr6;818;832;srfA_M1297_1.02;0.00081;1;1240
chr3;1500;1507;mybG_M1351_1.02;0.00013;1;7662
chr3;1500;1507;gbfA_M1673_1.02;0.00023;1;4289
chr3;1500;1507;hbx2_M0875_1.02;0.00211;1;474
chr4;2367;2374;hbx5-1_M0873_1.02;0.00037;4;10702
chr4;2367;2374;hbx9_M0877_1.02;0.00166;1;602
chr4;2367;2374;bzpJ_M0282_1.02;0.00099;1;1011
chr4;2367;2374;gtaE_M0773_1.02;0.00113;2;1766
chr4;2367;2374;gbfA_M1673_1.02;0.00023;1;4289
chr4;2367;2374;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr4;2048;2054;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;2048;2054;gtaH_M0777_1.02;0.00277;1;361
chr3;1075;1084;mybG_M1351_1.02;0.00013;1;7662
chr3;1075;1084;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1075;1084;hbx10_M0878_1.02;0.00032;1;3127
chr5;1924;1931;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;990;1003;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;990;1003;mybV_M1348_1.02;0.00082;2;2436
chr3;990;1003;srfA_M1297_1.02;0.00081;1;1240
chr3;990;1003;gtaL_M0780_1.02;0.00571;2;350
chr3;990;1003;gbfA_M1673_1.02;0.00023;1;4289
chr3;990;1003;hbx10_M0878_1.02;0.00064;2;3127
chr3;990;1003;gtaC_M0776_1.02;0.00345;2;579
chr4;1578;1587;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;1578;1587;srfA_M1297_1.02;0.00242;3;1240
chr4;1578;1587;hbx5-2_M0874_1.02;0.00065;2;3073
chr4;1578;1587;mybV_M1348_1.02;0.00041;1;2436
chr4;1578;1587;gtaE_M0773_1.02;0.00057;1;1766
chr1;106;113;mybG_M1351_1.02;0.00013;1;7662
chr1;106;113;mybV_M1348_1.02;0.00041;1;2436
chr1;1504;1508;mybG_M1351_1.02;0.00013;1;7662
chr1;1504;1508;gtaG_M0774_1.02;0.00578;1;173
chr1;1504;1508;hbx10_M0878_1.02;0.00032;1;3127
chr1;1504;1508;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;1504;1508;gbfA_M1673_1.02;0.00023;1;4289
chr1;520;527;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;520;527;hbx9_M0877_1.02;0.00166;1;602
chr1;520;527;bzpH_M0283_1.02;0.00036;2;5514
chr1;520;527;hbx10_M0878_1.02;0.00032;1;3127
chr1;520;527;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;520;527;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;170;178;gtaE_M0773_1.02;0.00113;2;1766
chr3;170;178;gbfA_M1673_1.02;0.00023;1;4289
chr1;2436;2449;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;2436;2449;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;2436;2449;mybE_M1349_1.02;0.00171;1;584
chr1;2436;2449;hbx5-2_M0874_1.02;0.00065;2;3073
chr3;2481;2496;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2481;2496;bzpH_M0283_1.02;0.00036;2;5514
chr3;2481;2496;gtaE_M0773_1.02;0.00057;1;1766
chr3;2481;2496;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2481;2496;hbx7_M0876_1.02;0.00292;1;343
chr2;2500;2507;bzpD_M0284_1.02;0.00266;1;376
chr2;2500;2507;hbx10_M0878_1.02;0.00064;2;3127
chr2;1990;2000;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;1990;2000;mybG_M1351_1.02;0.00013;1;7662
chr2;1990;2000;gtaL_M0780_1.02;0.00571;2;350
chr2;1990;2000;gtaI_M0779_1.02;0.00277;1;361
chr2;1990;2000;bzpH_M0283_1.02;0.00036;2;5514
chr2;1990;2000;gtaE_M0773_1.02;0.00057;1;1766
chr2;1990;2000;hbx10_M0878_1.02;0.00032;1;3127
chr2;1990;2000;mybZ_M1350_1.02;0.00214;1;467
chr2;1914;1925;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;1914;1925;mybZ_M1350_1.02;0.00214;1;467
chr2;1914;1925;gbfA_M1673_1.02;0.00047;2;4289
chr2;1914;1925;bzpQ_M0286_1.02;0.00169;1;593
chr3;2542;2550;gbfA_M1673_1.02;0.00023;1;4289
chr3;962;970;bzpH_M0283_1.02;0.00036;2;5514
chr3;962;970;srfA_M1297_1.02;0.00161;2;1240
chr3;962;970;hbx10_M0878_1.02;0.00032;1;3127
chr1;1894;1906;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;1894;1906;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;4101;4110;mybG_M1351_1.02;0.00026;2;7662
chr3;580;588;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;580;588;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;580;588;mybV_M1348_1.02;0.00041;1;2436
chr5;156;167;mybG_M1351_1.02;0.00013;1;7662
chr5;156;167;bzpH_M0283_1.02;0.00073;4;5514
chr5;156;167;gbfA_M1673_1.02;0.00023;1;4289
chr5;156;167;bzpQ_M0286_1.02;0.00169;1;593
chr1;947;962;bzpH_M0283_1.02;0.00036;2;5514
chr1;947;962;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;947;962;hbx10_M0878_1.02;0.00032;1;3127
chr1;947;962;gbfA_M1673_1.02;0.00023;1;4289
chr5;1820;1830;mybG_M1351_1.02;0.00026;2;7662
chr5;1820;1830;bzpJ_M0282_1.02;0.00099;1;1011
chr6;1349;1358;mybG_M1351_1.02;0.00013;1;7662
chr6;1349;1358;stkA_M0775_1.02;0.00172;1;583
chr6;1349;1358;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr6;1349;1358;bzpH_M0283_1.02;0.00036;2;5514
chr6;1349;1358;hbx10_M0878_1.02;0.00032;1;3127
chr6;548;561;hbx5-1_M0873_1.02;0.00037;4;10702
chr6;548;561;hbx5-2_M0874_1.02;0.00065;2;3073
chr6;548;561;gtaT_M0778_1.02;0.00188;1;532
chr6;548;561;hbx10_M0878_1.02;0.00032;1;3127
chr4;1229;1235;hbx5-1_M0873_1.02;0.00028;3;10702
chr4;1229;1235;bzpJ_M0282_1.02;0.00099;1;1011
chr4;1229;1235;gtaE_M0773_1.02;0.00113;2;1766
chr4;1229;1235;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1229;1235;hbx10_M0878_1.02;0.00064;2;3127
chr4;1229;1235;mybE_M1349_1.02;0.00171;1;584
chr4;2444;2453;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2444;2453;srfA_M1297_1.02;0.00081;1;1240
chr4;2444;2453;gtaL_M0780_1.02;0.00286;1;350
chr4;2444;2453;gtaI_M0779_1.02;0.00277;1;361
chr4;2444;2453;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;2444;2453;gtaC_M0776_1.02;0.00173;1;579
chr1;2338;2354;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;2338;2354;hbx4_M0872_1.02;0.00218;1;459
chr1;2338;2354;mybV_M1348_1.02;0.00123;3;2436
chr1;2338;2354;bzpH_M0283_1.02;0.00036;2;5514
chr1;2338;2354;gtaE_M0773_1.02;0.00057;1;1766
chr1;2338;2354;hbx5-2_M0874_1.02;0.00065;2;3073
chr1;2338;2354;mybZ_M1350_1.02;0.00214;1;467
chr1;2338;2354;gtaG_M0774_1.02;0.00578;1;173
chr1;2338;2354;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;3562;3573;hbx5-1_M0873_1.02;0.00056;6;10702
chr2;3562;3573;bzpH_M0283_1.02;0.00073;4;5514
chr2;3562;3573;gbfA_M1673_1.02;0.00023;1;4289
chr2;3562;3573;bzpS_M0288_1.02;0.00427;2;468
chr2;3562;3573;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1857;1867;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1857;1867;srfA_M1297_1.02;0.00081;1;1240
chr1;1857;1867;gtaH_M0777_1.02;0.00277;1;361
chr1;1857;1867;gtaE_M0773_1.02;0.00057;1;1766
chr3;2137;2147;mybG_M1351_1.02;0.00013;1;7662
chr3;2137;2147;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2137;2147;gbfA_M1673_1.02;0.00047;2;4289
chr3;2137;2147;bzpJ_M0282_1.02;0.00099;1;1011
chr3;2137;2147;mybV_M1348_1.02;0.00041;1;2436
chr1;1769;1776;mybG_M1351_1.02;0.00026;2;7662
chr1;1769;1776;bzpH_M0283_1.02;0.00036;2;5514
chr1;1769;1776;hbx4_M0872_1.02;0.00218;1;459
chr1;1769;1776;gtaI_M0779_1.02;0.00277;1;361
chr3;928;939;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;928;939;bzpH_M0283_1.02;0.00036;2;5514
chr5;659;673;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;659;673;gbfA_M1673_1.02;0.00023;1;4289
chr5;659;673;hbx9_M0877_1.02;0.00166;1;602
chr5;659;673;E2F_M0666_1.02;0.00126;1;796
chr6;51;59;hbx5-1_M0873_1.02;0.00037;4;10702
chr6;51;59;bzpH_M0283_1.02;0.00073;4;5514
chr6;51;59;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;51;59;srfA_M1297_1.02;0.00081;1;1240
chr6;51;59;mybV_M1348_1.02;0.00041;1;2436
chr4;1251;1255;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;1251;1255;mybV_M1348_1.02;0.00041;1;2436
chr4;1251;1255;mybG_M1351_1.02;0.00026;2;7662
chr4;1251;1255;gtaE_M0773_1.02;0.00057;1;1766
chr4;1251;1255;gbfA_M1673_1.02;0.00047;2;4289
chr4;1251;1255;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1251;1255;bzpQ_M0286_1.02;0.00169;1;593
chr1;1715;1726;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1715;1726;hbx2_M0875_1.02;0.00211;1;474
chr1;1715;1726;bzpH_M0283_1.02;0.00036;2;5514
chr1;1715;1726;gbfA_M1673_1.02;0.00023;1;4289
chr1;1715;1726;hbx10_M0878_1.02;0.00032;1;3127
chr1;1715;1726;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;238;250;hbx5-1_M0873_1.02;0.00028;3;10702
chr1;238;250;bzpH_M0283_1.02;0.00073;4;5514
chr1;238;250;gbfA_M1673_1.02;0.00023;1;4289
chr1;238;250;hbx10_M0878_1.02;0.00032;1;3127
chr1;238;250;gtaE_M0773_1.02;0.00057;1;1766
chr5;984;997;hbx5-1_M0873_1.02;0.00037;4;10702
chr5;984;997;stkA_M0775_1.02;0.00172;1;583
chr5;984;997;mybV_M1348_1.02;0.00041;1;2436
chr5;984;997;mybG_M1351_1.02;0.00013;1;7662
chr5;984;997;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;984;997;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr5;517;523;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;517;523;hbx10_M0878_1.02;0.00032;1;3127
chr1;1570;1576;hbx5-1_M0873_1.02;0.00047;5;10702
chr1;1570;1576;mybQ_M1353_1.02;0.00435;1;230
chr1;1570;1576;mybG_M1351_1.02;0.00026;2;7662
chr1;1570;1576;gtaL_M0780_1.02;0.00286;1;350
chr1;1570;1576;gbfA_M1673_1.02;0.00023;1;4289
chr1;1570;1576;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2314;2322;DDB_G0275333_M0101_1.02;0.00188;4;2125
chr3;2314;2322;mybAA_M1347_1.02;0.00330;1;303
chr3;2314;2322;gbfA_M1673_1.02;0.00023;1;4289
chr5;565;578;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;565;578;hbx4_M0872_1.02;0.00218;1;459
chr5;565;578;mybV_M1348_1.02;0.00041;1;2436
chr5;565;578;bzpJ_M0282_1.02;0.00099;1;1011
chr5;565;578;gbfA_M1673_1.02;0.00023;1;4289
chr5;565;578;hbx10_M0878_1.02;0.00032;1;3127
chr5;565;578;hbx9_M0877_1.02;0.00166;1;602
chr3;2338;2346;mybG_M1351_1.02;0.00026;2;7662
chr3;2338;2346;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2338;2346;gbfA_M1673_1.02;0.00023;1;4289
chr3;2338;2346;hbx10_M0878_1.02;0.00032;1;3127
chr1;429;445;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;429;445;bzpD_M0284_1.02;0.00266;1;376
chr1;429;445;bzpH_M0283_1.02;0.00036;2;5514
chr1;429;445;hbx10_M0878_1.02;0.00064;2;3127
chr6;1547;1554;mybG_M1351_1.02;0.00013;1;7662
chr6;1547;1554;hbx5-1_M0873_1.02;0.00047;5;10702
chr6;1547;1554;gtaT_M0778_1.02;0.00188;1;532
chr6;1547;1554;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;556;563;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;556;563;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;556;563;hbx9_M0877_1.02;0.00166;1;602
chr5;556;563;mybA_M1354_1.02;0.00467;1;214
chr5;556;563;hbx2_M0875_1.02;0.00211;1;474
chr5;1174;1181;gbfA_M1673_1.02;0.00023;1;4289
chr2;3637;3647;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;3637;3647;gtaE_M0773_1.02;0.00057;1;1766
chr2;3637;3647;hbx10_M0878_1.02;0.00032;1;3127
chr4;678;685;mybG_M1351_1.02;0.00039;3;7662
chr4;678;685;hbx9_M0877_1.02;0.00166;1;602
chr4;678;685;mybV_M1348_1.02;0.00082;2;2436
chr4;678;685;E2F_M0666_1.02;0.00126;1;796
chr6;1312;1321;mybG_M1351_1.02;0.00026;2;7662
chr6;1312;1321;bzpH_M0283_1.02;0.00036;2;5514
chr6;1312;1321;gbfA_M1673_1.02;0.00023;1;4289
chr6;1312;1321;srfA_M1297_1.02;0.00081;1;1240
chr6;1312;1321;gtaH_M0777_1.02;0.00277;1;361
chr4;284;290;mybG_M1351_1.02;0.00013;1;7662
chr4;284;290;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;284;290;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;284;290;srfA_M1297_1.02;0.00081;1;1240
chr4;284;290;E2F_M0666_1.02;0.00126;1;796
chr2;3636;3644;hbx5-1_M0873_1.02;0.00028;3;10702
chr2;3636;3644;dimB_M0289_1.02;0.00324;1;309
chr2;3636;3644;mybG_M1351_1.02;0.00013;1;7662
chr2;3636;3644;bzpH_M0283_1.02;0.00073;4;5514
chr2;3636;3644;bzpD_M0284_1.02;0.00266;1;376
chr2;3636;3644;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;3636;3644;bzpO_M0287_1.02;0.00980;2;204
chr4;754;765;mybG_M1351_1.02;0.00013;1;7662
chr4;754;765;gbfA_M1673_1.02;0.00023;1;4289
chr4;754;765;hbx10_M0878_1.02;0.00032;1;3127
chr3;500;508;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;500;508;bzpH_M0283_1.02;0.00036;2;5514
chr3;500;508;mybA_M1354_1.02;0.00467;1;214
chr5;201;211;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;201;211;bzpD_M0284_1.02;0.00266;1;376
chr5;201;211;bzpS_M0288_1.02;0.00427;2;468
chr5;201;211;gtaL_M0780_1.02;0.00571;2;350
chr5;201;211;bzpH_M0283_1.02;0.00036;2;5514
chr5;242;255;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;242;255;hbx9_M0877_1.02;0.00166;1;602
chr5;242;255;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;242;255;mybV_M1348_1.02;0.00082;2;2436
chr5;776;782;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;776;782;gtaE_M0773_1.02;0.00057;1;1766
chr5;776;782;mybE_M1349_1.02;0.00171;1;584
chr5;776;782;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;626;638;mybG_M1351_1.02;0.00026;2;7662
chr3;626;638;mybQ_M1353_1.02;0.00435;1;230
chr3;626;638;hbx10_M0878_1.02;0.00032;1;3127
chr3;626;638;srfA_M1297_1.02;0.00081;1;1240
chr5;2290;2300;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;2290;2300;stkA_M0775_1.02;0.00172;1;583
chr5;2290;2300;mybG_M1351_1.02;0.00013;1;7662
chr5;2290;2300;bzpH_M0283_1.02;0.00073;4;5514
chr5;2290;2300;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;2290;2300;hbx10_M0878_1.02;0.00032;1;3127
chr5;1320;1336;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1320;1336;gtaE_M0773_1.02;0.00057;1;1766
chr5;1320;1336;hbx10_M0878_1.02;0.00032;1;3127
chr3;994;1004;mybG_M1351_1.02;0.00026;2;7662
chr3;994;1004;bzpH_M0283_1.02;0.00036;2;5514
chr3;994;1004;gbfA_M1673_1.02;0.00047;2;4289
chr3;994;1004;E2F_M0666_1.02;0.00251;2;796
chr2;4092;4111;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;4092;4111;mybE_M1349_1.02;0.00171;1;584
chr5;2016;2025;gbfA_M1673_1.02;0.00023;1;4289
chr5;2016;2025;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;2016;2025;mybZ_M1350_1.02;0.00214;1;467
chr4;749;755;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;749;755;gbfA_M1673_1.02;0.00070;3;4289
chr3;390;400;mybG_M1351_1.02;0.00026;2;7662
chr3;390;400;bzpH_M0283_1.02;0.00036;2;5514
chr3;390;400;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;390;400;hbx10_M0878_1.02;0.00032;1;3127
chr6;96;105;mybG_M1351_1.02;0.00013;1;7662
chr6;96;105;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;96;105;srfA_M1297_1.02;0.00081;1;1240
chr4;438;450;bzpH_M0283_1.02;0.00036;2;5514
chr4;438;450;gbfA_M1673_1.02;0.00023;1;4289
chr4;438;450;mybV_M1348_1.02;0.00082;2;2436
chr4;438;450;hbx2_M0875_1.02;0.00211;1;474
chr2;443;448;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;443;448;mybG_M1351_1.02;0.00013;1;7662
chr2;443;448;bzpJ_M0282_1.02;0.00198;2;1011
chr2;443;448;bzpH_M0283_1.02;0.00036;2;5514
chr2;443;448;bzpD_M0284_1.02;0.00266;1;376
chr2;443;448;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1170;1178;mybG_M1351_1.02;0.00013;1;7662
chr3;1170;1178;bzpH_M0283_1.02;0.00036;2;5514
chr3;1170;1178;bzpQ_M0286_1.02;0.00169;1;593
chr2;23;34;mybG_M1351_1.02;0.00013;1;7662
chr2;23;34;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;23;34;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr2;23;34;gbfA_M1673_1.02;0.00023;1;4289
chr1;2019;2027;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;2019;2027;gtaE_M0773_1.02;0.00057;1;1766
chr1;2019;2027;gbfA_M1673_1.02;0.00023;1;4289
chr2;2524;2532;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;2524;2532;dimB_M0289_1.02;0.00324;1;309
chr2;2524;2532;mybG_M1351_1.02;0.00013;1;7662
chr2;2524;2532;mybAA_M1347_1.02;0.00330;1;303
chr2;2524;2532;bzpH_M0283_1.02;0.00036;2;5514
chr2;2524;2532;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2524;2532;DDB_G0275333_M0101_1.02;0.00141;3;2125
chr2;2524;2532;bzpQ_M0286_1.02;0.00169;1;593
chr1;742;752;mybG_M1351_1.02;0.00013;1;7662
chr1;742;752;hbx5-1_M0873_1.02;0.00037;4;10702
chr1;742;752;hbx10_M0878_1.02;0.00032;1;3127
chr1;742;752;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;742;752;srfA_M1297_1.02;0.00081;1;1240
chr1;1407;1418;mybG_M1351_1.02;0.00039;3;7662
chr1;1407;1418;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1407;1418;bzpS_M0288_1.02;0.00427;2;468
chr1;1407;1418;bzpH_M0283_1.02;0.00036;2;5514
chr4;1069;1083;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1069;1083;mybG_M1351_1.02;0.00026;2;7662
chr4;1069;1083;gtaT_M0778_1.02;0.00188;1;532
chr4;1069;1083;bzpJ_M0282_1.02;0.00099;1;1011
chr4;1069;1083;bzpH_M0283_1.02;0.00036;2;5514
chr4;1069;1083;gtaE_M0773_1.02;0.00057;1;1766
chr4;1069;1083;gbfA_M1673_1.02;0.00023;1;4289
chr4;1069;1083;hbx10_M0878_1.02;0.00064;2;3127
chr4;1069;1083;mybI_M1352_1.02;0.01408;1;71
chr1;153;161;mybG_M1351_1.02;0.00013;1;7662
chr1;153;161;gbfA_M1673_1.02;0.00023;1;4289
chr1;153;161;hbx10_M0878_1.02;0.00064;2;3127
chr1;153;161;mybV_M1348_1.02;0.00041;1;2436
chr5;1977;1992;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1977;1992;mybV_M1348_1.02;0.00041;1;2436
chr5;1977;1992;mybG_M1351_1.02;0.00013;1;7662
chr5;1977;1992;bzpH_M0283_1.02;0.00036;2;5514
chr5;1977;1992;gbfA_M1673_1.02;0.00023;1;4289
chr5;1977;1992;mybE_M1349_1.02;0.00171;1;584
chr3;1183;1196;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1183;1196;bzpH_M0283_1.02;0.00036;2;5514
chr3;1183;1196;gbfA_M1673_1.02;0.00047;2;4289
chr3;1183;1196;srfA_M1297_1.02;0.00081;1;1240
chr5;1316;1320;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1316;1320;gtaE_M0773_1.02;0.00057;1;1766
chr6;1225;1238;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;1225;1238;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;1225;1238;hbx10_M0878_1.02;0.00032;1;3127
chr6;1225;1238;hbx2_M0875_1.02;0.00211;1;474
chr4;940;951;mybG_M1351_1.02;0.00013;1;7662
chr4;940;951;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;940;951;mybV_M1348_1.02;0.00041;1;2436
chr1;478;492;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;478;492;mybG_M1351_1.02;0.00026;2;7662
chr1;478;492;bzpH_M0283_1.02;0.00036;2;5514
chr1;478;492;gbfA_M1673_1.02;0.00047;2;4289
chr1;478;492;hbx10_M0878_1.02;0.00032;1;3127
chr1;478;492;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr2;3605;3614;mybG_M1351_1.02;0.00026;2;7662
chr2;3605;3614;gtaG_M0774_1.02;0.00578;1;173
chr2;3605;3614;DDB_G0270590_M1714_1.02;0.00228;1;439
chr2;3605;3614;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;3605;3614;mybA_M1354_1.02;0.00467;1;214
